time,text,language,scam_type,lure_principles,named_entity,url_shortener,exact_key,scam_score,predicted_scam
"Saturday, 9 October 2021 5:32 pm",Dear A/c Holder Your SBI Bank Documents has expired A/c will be Blocked Update your Document Now by Net Banking click <URL>,English,banking,"authority,time/urgency",State Bank of India,,e8512035b392dec5,0.7590712525662231,1
3 February 2021 19:53,"LLOYDS ALERT: You have successfully paired a new device on <DATE_TIME> at 19:53PM. If this was NOT you, visit: <NAMED_ENTITY>",English,banking,"authority,distraction,time/urgency",Lloyds Bank,,a3159f352fba1122,0.46321447369158963,0
12:14 PM,Dear SBI User Your SBI Y0N0 Account will be Blocked <URL>ease click here link update your PAN CARD <URL>ank you SBI,English,banking,"authority,time/urgency",State Bank of India,bit.ly,e4c8498ec4de29a8,0.71884378154924,1
23:09,ICICI Bank Acct XXX641 debited for INR 1341.60 on <DATE_TIME> & BIGTREE ENTERTAINMENT PRIVATE credited. UPI: 17xxxxxxxx9219. Call <PHONE_NUMBER> for dispute or SMS BLOCK 641 to <PHONE_NUMBER>.,English,banking,"authority,distraction",ICICI Bank,,05fe84e3ca2a9621,0.8625674210433744,1
2021/02/21 21:02:30,Stay Above Hackers Register Your Number for 2-Factor authentication with the authorization link below: <URL>,English,banking,"authority,distraction,time/urgency",kudabank,,873dec9ba25060c3,0.46182816506173374,0
"Thursday, 28 October 2021 15:35",Your card <DATE_TIME> **** is temporarily blocked. Unlock following the procedure at the following link:,English,banking,"distraction,time/urgency",,,4f63576224d58178,0.44491994728988127,0
Today 2:14 PM,CIBC : Action Required! Please visit,English,banking,"authority,time/urgency",cibc,,50066108df6c495d,0.38583321514795205,0
1:57 PM,Dear SBI customer your account has been blocked due to KYC is <URL>ease call our executive at Service <PHONE_NUMBER> to Thank you,English,banking,"authority,distraction",State Bank of India,,aaad3fb67c4aa107,0.97260551336783,1
03:08:21 Tuesday - 11:34 AM,Dear SBI user your SBI YONO Account has been blocked please upgrade your PAN CARD click here to login your upgrade your PAN number: <URL>,English,banking,"authority,distraction,time/urgency",State Bank of India,bit.ly,54b03396977cb1d1,0.8650102604557578,1
10:29 PM,"**IMPORTANT MESSAGE FROM COMMBANK** For your security, we have locked your account. To restore your access, call us on <DATE_TIME> or go to <URL> & follow the prompts.",English,banking,"authority,distraction,need and greed,time/urgency",commbank,,31b39169b4f0fab3,0.8994900309925303,1
Today 12:08 PM,Dear Customar your ATM card has been blocked by State Bank due to non verification yet If you want to keep using your ATM card please contact us03245548861.,English,banking,"authority,distraction,time/urgency",state bank,,8d85b63fde66c4ac,0.8754794981729429,1
1:49 pm,Westpac: Your account has been temporarily restricted. To continue using our services visit <URL> to confirm your device.,English,banking,"authority,time/urgency",westpac,,b4e97387d87336d4,0.8480375346953056,1
,Congratulations!! Your Application Number <US_DRIVER_LICENSE> For Personal Loan Is In Pending Status. Download App & Confirm Now :,English,banking,"authority,distraction,need and greed,time/urgency",,,16bb1bd1b6b4a900,0.47193051802260005,0
"Today, 2:00 PM",Your indusInd payback points worth 7468 expired by <DATE_TIME>. Kindly redeem your point in cash or voucher by click here,English,banking,"authority,time/urgency",indusind,,d7b09de21a82d83c,0.7493923933676653,1
17:55,"NATWEST: You have successfully set up a new payee 'MRS A <NAMED_ENTITY>' on 17/05 at <DATE_TIME>. If this was NOT you, please visit: <URL>",English,banking,"authority,time/urgency",natwest,,7d5a03d2fef2a840,0.3431726394387621,0
Today 18:00,"PTSB: You have an outgoing payment of €179.99 to an online merchant ""Hickeys"". Please approve or decline this payment IMMEDIATELY at: <URL>",English,banking,"authority,time/urgency",ptsb,,4a8e917e45f6fcf3,0.684442547991561,1
Today 10:22,Nedbank Payment: <URL>na Paid <LOCATION> into Capitec Bank Acc: <US_BANK_NUMBER> Date:<DATE_TIME> Time 10:21 Ref:YOLA/Helpline,English,banking,authority," capitec bank,nedbank",,1f416e89bbfebe86,0.2665189570808165,0
2:51 PM,"Old Mutual: Dear AM <NAMED_ENTITY>,you have stopped paying premiums on a savings plan <PHONE_NUMBER> but your funds remain invested. A <DATE_TIME> fee applies that reduces your funds. To claim your remaining value send a copy of your ID and bank statement, <DATE_TIME> to <PHONE_NUMBER> or email to <EMAIL_ADDRESS>. No reply SMS. FSP&Ins. T&Cs",English,banking,"authority,time/urgency",old mutual,,c2d150ce0bf78861,0.8637866393829664,1
19/01 at 19:50,"LLOYDS BANK: Confirmation. You set up a new payee via mobile banking. If this was NOT you, visit",English,banking,"authority,distraction,time/urgency",Lloyds Bank,,2171eb7b680aa0e9,0.29354430060425957,0
Today 17:30,"Some of our policies have changed. To continue using <NAMED_ENTITY> without limitations, please confirm your account at the link below.",English,banking,"authority,time/urgency",Monzo,,d5b3d4067028cb90,0.6109865314016105,1
04:03 PM Yesterday,Dear Customer your SBI BANK A/C has been Suspended due to Re-verify KYC Updated by using this link <URL> Thank you,English,banking,"authority,distraction,time/urgency",State Bank of India,,43fdcc75fc7aee4b,0.9127503425306783,1
4:39 PM,Dear customer your SBI account has been blocked due to KYC update within <DATE_TIME> please contact customer care number <PHONE_NUMBER> to continue your service. Thank you,English,banking,"authority,time/urgency",State Bank of India,,99dd91e6e68025a5,0.9887082907751512,1
"Today, 10:37",Dear SBI user your SBI YONO A/c has been blocked. please update your PAN CARD click here to login your net banking update your PAN numbar,English,banking,"authority,time/urgency",State Bank of India,is.gd,8616b8ea2abfb324,0.9007622061110483,1
2:15 pm,Dear A/c Holder Your SBI Bank Documents has expired A/c will be Blocked Update your Document Now click,English,banking,"authority,time/urgency",State Bank of India,,99bb305e79e19932,0.7996869078356862,1
,"Dear <NAMED_ENTITY>! Know how you can enable your HDFC Bank Debit card for online, contactless and international usage here: <URL> Dear <NAMED_ENTITY>! To view the enabling steps for HDFC Bank Debit card for online, contactless and international usage again, Click <URL> You can also enjoy 100+ offers on your Debit Card here <URL>",English,banking,"authority,need and greed",HDFC Bank,,f359c25179c64240,0.4048186183066751,0
"1 Feb, 6:27 pm","Dear Customer, Timely repayment of EMIs on your YES BANK Personal Loan A/c PLNXXX0450 is essential for a good credit history. Please maintain sufficient balance in your account to honor the EMIs.",English,banking,"authority,time/urgency",yes bank,,db2e5a6ed4bed023,0.7796079090688501,1
"Today, 6:20 PM","Dear, Customer Your State Bank of india Account Will be Suspended Please Re KYC Verification Update Click here link https:// <URL> k Thank you",English,banking,"authority,time/urgency",State Bank of India,,8b58ffdb1c55058b,0.8814317246436199,1
now,#Wells-Fargo - #SUSPICIOUS PAYMENT# Please log in to confirm your identity and update your account information.,English,banking,"authority,distraction",wells fargo,,784ffba03c732e0e,0.7894358608183843,1
Monday • 3:50 PM,"Rs 3,000.00 on CNIC: <US_BANK_NUMBER> sent from Account. from jazz cash Biometric Agent. TID: <US_BANK_NUMBER>.",English,banking,authority,jazz cash,,22ea80672baf306b,0.8191861493925544,1
18:40,"DEAR SBI USER, Your A/C will be blocked <DATE_TIME>. update your PANCARD for KYC. verify your account login NetBanking kyc upload Click here. <URL>",English,banking,"authority,distraction,time/urgency",State Bank of India,bit.ly,5a00ec0dc74d3255,0.7813853072650659,1
Tue 16:02,RM0 - Your Hlbb C.c num**8936 has been debited for online transaction of MYR 2955.00 @ SHOPEE. Dial <DATE_TIME> if suspicious.,English,banking,"authority,distraction,time/urgency",hlbb,,1f1aaa768d2505ec,0.8098706926561688,1
"Monday, 22 November 2021 18:01","FNB;M MABASA:SEND <US_DRIVER_LICENSE>.00 AT FNB ATM,PRESS PROCED,SELECT,EWALLET SERVICE,PIN@19988@IS <URL>R ,16HRS.IF EXPIRED;DIAL *120*<DATE_TIME> FOR OR NEW(PIN)",English,banking,"authority,distraction,time/urgency",fnb,,a11d608b326789c1,0.5230457306549171,1
"Today, 12:16 PM",Dear customer your SBI AC has been Deactivated please update your kyc form visit the link and submit details,English,banking,"authority,time/urgency",State Bank of India,bit.ly,325427eba4089bd8,0.9404522746709444,1
Today 4:59 PM,We have temporarily suspended your debit and credit card. because you did not updated yet. if you want to reactivate immediate call us 31XXXXX48 at once.,English,banking,"authority,time/urgency",unspecified bank or financial institution,,d559ce086d1095fa,0.4831302690744435,0
19:39,You have sent <NAMED_ENTITY> a payment of $22.00 USD. You can view or cancel this payment at:<URL> PP-ID-#STRING-#,English,banking,"authority,distraction,time/urgency",PayPal,bit.ly,21ef4a4ac0532b20,0.4381561210089987,0
Today 11:51,Your account has been limited. Please follow the steps to reactivate: <URL>,English,banking,"authority,distraction,time/urgency",bank of ireland,,86c32f51c7bdab65,0.8353350770752853,1
"Wednesday, 1 September 2021 12:04",Dear SBI customer your account has been blocked due to KYC update within <DATE_TIME> please contact customer care <PHONE_NUMBER> to continue your service. thank you,English,banking,"authority,time/urgency",State Bank of India,,d4da4d71106fc69a,0.988136119008903,1
Today 17:32,Our records indicate that your account in under fraudulent risk. Please reassess and verify your info.,English,banking,"authority,distraction,time/urgency",,,6a967c1436c035e3,0.6373044678302152,1
2-5 12:54 PM,Your induslnd payback points worth <DATE_TIME> expired by <DATE_TIME>. Kindly redeem your point in cash or voucher by click here <URL>,English,banking,"authority,distraction,time/urgency",induslnd bank,,b567df0cf334291b,0.7271718722469392,1
"Friday, 26 March 2021, 12:23",Dear User your ATM card has been Blocked because you have not update If you want keep using your ATM card please Call on this number. <PHONE_NUMBER>.,English,banking,"authority,distraction,time/urgency",,,d84bc6bf20b76e65,0.8812191620445236,1
03:08:21 Tuesday - 11:34 AM,Dear SBI user your SBI YONO Account has been blocked please re-activate your PAN CARD click here to log in your PAN number: <URL>,English,banking,"authority,distraction,time/urgency",State Bank of India,bit.ly,4b3c3826c7e06e93,0.888261578418714,1
06/10/2021 16:34,Nedbank:Payment:N TYLER has paid <NAMED_ENTITY> into CAPITEC BANK Acc no: 156.... <DATE_TIME> <NAMED_ENTITY>: <DATE_TIME>/Nedbank/GUITAR,English,banking,authority,nedbank,,a5e2d7cff1b0e06e,0.286000555945067,0
"Wed, 9:21 pm",Your purchase of Wallet care & ZEE5 @ 200 OFF from Bajaj finance Ltd. has failed due to insufficient amount in Account. Please pay Rs 499 here <URL> to activate your policy. - Powered by Cashfree,English,banking,"authority,time/urgency",bajaj finance ltd,,8c7a980840952ba8,0.8952846943026275,1
11-7 1:36 PM,Congratulations! You have an exclusive Pre-qualified offer for RBL Bank Credit Card. Apply now. <URL> PSB,English,banking,"authority,need and greed",rbl bank,,7c41d0b6bdf71bea,0.6754873927092907,1
"Sat, 23 Oct","Dear customer, your ATM card has been blocked. because you did not have an update yet. if you want your ATM card to work properly, then contact this number to, Helpline <UK_NHS>",English,banking,"authority,distraction,time/urgency",,,7782d22811e34665,0.8500554617261225,1
1:25 PM,Dear customer your SBI Bank Account has been suspended for KYC please complete your KYC & update PAN CARD number In <DATE_TIME> here link,English,banking,"authority,time/urgency",State Bank of India,bit.ly,7442e22083ebe136,0.9602333102677143,1
"Friday, 30 April 2021 16:08","HSBC ALERT: A payee request for MR C <NAMED_ENTITY> has been made on your account. If this was NOT done by you, visit: <NAMED_ENTITY>",English,banking,"authority,time/urgency",HSBC UK,,0ed91409c8d0b7b3,0.6428313782033853,1
03:08:21 Tuesday - 11:34 AM,Dear SBI user your SBI YONO Account has been blocked please revert your PAN CARD click here to login your PAN number: <NAMED_ENTITY>,English,banking,"authority,distraction,time/urgency",State Bank of India,bit.ly,d35c1c443b6132b9,0.9161417623451761,1
8:06 AM,Dear Customer your ATM card Has Been Blocked By State Bank Due To Non-Verification Yet If you Want To Keep r Using Your ATM CARD Contact Us: <DATE_TIME> Dear Customer your ATM card Has Been Blocked By State Bank Due To Non-Verification Yet If you Want To Keep t Using Your ATM CARD Contact Us: <DATE_TIME>,English,banking,"authority,time/urgency",state bank,,28ece2714bd25612,0.9020294071888362,1
"Yesterday, 5:14 PM","Dear <NAMED_ENTITY>, your well-being is of utmost importance to us, stay safe and bank on us. Your ICICI Bank Credit Card <DATE_TIME> outstanding is impacting your CIBIL score, as you owe a total amount due of Rs 15603.43 and minimum amount due of Rs 1360. Please make immediate payment by visiting <URL> . Please ignore if already paid.",English,banking,"authority,time/urgency",ICICI Bank,,b6fd18bde60a7561,0.6958300454227931,1
03:08:21 Tuesday - 11:34 AM,Dear SBI user your SBI YONO Account has been blocked please verify your PAN CARD click here to login your updated PAN number: <NAMED_ENTITY>,English,banking,"authority,distraction,time/urgency",State Bank of India,bit.ly,9b5bfc46b12d37fc,0.9081328247318362,1
03:08:21,Dear SBI user your SBI YONO Account has been blocked please refer your PAN CARD click here to login your wallet using your PAN number: <URL>,English,banking,"authority,distraction,time/urgency",State Bank of India,is.gd,c37b684893f0c4bc,0.8838593715382919,1
12:18,Beware ! 70000 F to be withdrawn from your account! Enter your PIN code to confirm this transaction No <US_PASSPORT> initiated by MENGOUNOU ERNE,English,banking,"distraction,time/urgency",mengounou erne,,7ec70c72cd452aa0,0.7123689966384855,1
"Saturday, 14 August 2021 7:19 pm","Dear customer, you are eligible for a loan on KreditBee. Keep your original <NAMED_ENTITY> and PAN cards ready for completing your profile.",English,banking,"authority,need and greed",kreditbee,,90e2e620bae1ed9d,0.7313161338774524,1
"Saturday, October 23, 2021 12:45 PM",ADVISORY your account is all about to deactivate please verify here if your registered mobile number is still active <URL>,English,banking,"authority,distraction,time/urgency",union bank,,af9866d3dd1b718a,0.6643825577886457,1
Today 3:59 pm,"<URL>sit your SBI Branch with PAN,AADHAR(orig&xerox),photo for KYC-AOF updation immediately,else account will be kept on <URL>s ignore if already submitted.",English,banking,"authority,time/urgency",State Bank of India,,44e25c2c8efe1c70,0.4386621587604412,0
19:23,EU regulations have recently changed we need to verify your account to avoid restrictions follow the instructions at: <URL>,English,banking,"authority,distraction,time/urgency",Revolut,,b2d1ded14d86388b,0.5663949905827248,1
19-AUG-21,"UPDATE: INR 10,000.00 debited from HDFC Bank <US_DRIVER_LICENSE> on <DATE_TIME>. Info: MICRO ATM CASH W/D - Rev SinghGramPanchayatRWest Nimar MPIN - register. Avl bal: INR 4,57,342.50 UPDATE: INR 10,000.00 debited from HDFC Bank <US_DRIVER_LICENSE> on <DATE_TIME>. Info: <CREDIT_CARD> - Rev SinghGramPanchayatRWest Nimar MPIN. Avl bal: INR 4,27,342.50 UPDATE: INR 10,000.00 debited from HDFC Bank <US_DRIVER_LICENSE> on <DATE_TIME>. Info: <CREDIT_CARD> - Rev SinghGramPanchayatRWest Nimar MPIN. Avl bal: INR 4,17,342.50 UPDATE: INR 10,000.00 debited from HDFC Bank <US_DRIVER_LICENSE> on <DATE_TIME>. Info: <CREDIT_CARD> - Rev SinghGramPanchayatRWest Nimar MPIN. Avl bal: INR 4,07,342.50",English,banking,"authority,time/urgency",HDFC Bank,,8214515f1e95658c,0.848463235461125,1
12:51,Suspicious transaction was made on your BOI account at 12:51 Not you? Please review: <URL>,English,banking,"authority,distraction,time/urgency",Bank of India,,5132ebb61e53de5b,0.5166407128411196,1
"Today, 2:56 PM",Dear customer your SBI Net Banking account has been blocked please check your A/C details click here to login your net banking <LOCATION>,English,banking,"authority,distraction,time/urgency",State Bank of India,bit.ly,0d1de8b59fca8b1e,0.8932247909754234,1
11:56 AM,"Dear, Customer Your State Bank of india Account Will be Suspended! Please Re Verification Update Click here link https:// <URL> Thank you",English,banking,"authority,distraction,time/urgency",State Bank of India,,392fe9d32630a96a,0.8681046256438977,1
1:45 pm,Dear A/c Holder Your SBI Bank Documents has expired A/c will be Blocked your updete Document by Net Banking visit <URL>,English,banking,"authority,time/urgency",State Bank of India,,a74a5ce137c3f54b,0.6387400747815495,1
"Today, 9:51 AM",Dear customer your account has been blocked due to KYC Update within <DATE_TIME>. Please contact customer care <UK_NHS> to continue your service. Thank you,English,banking,"authority,distraction,time/urgency",,,b1129fb9bf0b551f,0.9890776010601019,1
11:05,Dear SBIUser Your KYC verification has failed. Call at <DATE_TIME> Please update KYC at the earliest to avoid account blocking. Thanks. Team Adarsh,English,banking,"authority,time/urgency",State Bank of India,,c017291364c1e3d4,0.8596542548061409,1
05/05/2021 14:49,"An unauthorised transaction has been made using your AIB VISA Card, if this was NOT you please visit: <URL>",English,banking,"authority,distraction,time/urgency",aib visa card,,b8414d01dd3c7e45,0.5975259913671032,1
15:38,"Dear <NAMED_ENTITY>! Know how you can enable your HDFC Bank Debit card for online, contactless and international usage here:",English,banking,authority,HDFC Bank,,98075904e3029676,0.238050316444819,0
03:08:21 Tuesday - 11:34 AM,Dear SBI user your SBI YONO Account has been blocked please follow the link to activate your PAN CARD click here to login your PAN number: <URL>,English,banking,"authority,distraction,time/urgency",State Bank of India,bit.ly,2c4c81e4d345f1c1,0.9188913218436988,1
03:08:21 Tuesday 11:34 AM,Dear SBI user your SBI YONO Account has been blocked please alert your PAN CARD click here to login your PAN number. <URL>,English,banking,"authority,distraction,time/urgency",State Bank of India,bit.ly,9dadf14acacde023,0.9183487464792143,1
Today 11:50,Dear customer your kotak mahindra bank account has been suspended please update your KYC into <DATE_TIME> in your account immediately click here link <URL> Thank you for using KOTAK MAHINDRA BANK ...,English,banking,"authority,time/urgency",Kotak Mahindra Bank,,811fb66a21763c94,0.9338597756998511,1
03:08:21 Tuesday - 11:34 AM,Dear SBI user your SBI YONO Account has been blocked please follow below link to unlock your PAN CARD click here to login your PAN number: <URL>,English,banking,"authority,distraction,time/urgency",State Bank of India,bit.ly,dca822a8ae5d30bd,0.9204215488622889,1
2:37 pm,Dear customer your BANK OF MAHARASHTRA A/c has been blocked. Please update your PAN CARD verification. Click here to verify immediately,English,banking,"authority,time/urgency",bank of maharashtra,is.gd,448b1f229454db7e,0.9573674575025318,1
03:08:21 Tuesday 11:34 AM,Dear SBI user your SBI YONO Account has been blocked please click here to login your PAN CARD click here to update your PAN number: <URL>,English,banking,"authority,distraction,time/urgency",State Bank of India,is.gd,8a758e7e0105db9a,0.8831335745747234,1
Today 18:37,"Luno BTC Customers,Validate your wallet in <DATE_TIME> to prevent Deactivation,Click- <URL> to keep wallet active.",English,banking,"authority,time/urgency",luno btc,,eeb5da9cfc95b42f,0.4721401329655314,0
"Thursday, 11 February, 2021 4:27 pm",Dear customer your K0TK MHINDRA BANK A/c will close within <DATE_TIME>. Please complete your verification. Please click on this link,English,banking,"authority,time/urgency",Kotak Mahindra Bank,bit.ly,3f3521ac488d6d3a,0.9172448600486947,1
"Today, 1:27 PM",Dear customer your kotak Mahindra Bank account has been suspended please update your account <DATE_TIME> is last date click here <URL>,English,banking,"authority,time/urgency",Kotak Mahindra Bank,,1b7507f410c8de6d,0.9369958459171882,1
Sunday 3 January 2021 12:01,"PAY,TM Dear PAY,TM user your paytm eKYC Has been Exp-ired call immediately for verification well be blocked within <DATE_TIME> PAY,TM OFFICE PH <US_BANK_NUMBER>",English,banking,"authority,time/urgency","pay,tm",,c5e184a3d3522be9,0.8497480880444768,1
11-28 18:23,"Dear SBI User's, Your SBI ACCOUNTS Will Be Block <DATE_TIME>, Due To Incomplete KYC For The Re-Update PAN CARD Follow The Link",English,banking,"authority,distraction,time/urgency",State Bank of India,,189e45165b23f177,0.7996849489552842,1
Today 12:10 PM,"Dear VISHAL KUMAR, We tried but could NOT complete the ICICI EKYC on behalf of POCKETS. Please contact us @ <PHONE_NUMBER> - Ecom Express",English,banking,"authority,time/urgency",ICICI Bank,,16107c7923eef222,0.5197534918770915,1
03:08:21 Tuesday - 11:34 AM,Dear SBI user your SBI YONO Account has been blocked please unlock your PAN CARD click here to login your PAN number <URL>,English,banking,"authority,distraction,need and greed,time/urgency",State Bank of India,bit.ly,5a6d7dc80d86bd6f,0.8904437569937239,1
Wed 9:01AM,"E-stmt for your SBI Card ending with XX58 dated <DATE_TIME> has been sent to your registered email ID. Total Amt Due: Rs 32, Min Amt Due: Rs 32 is payable by <DATE_TIME>. SMS ENRS to <US_DRIVER_LICENSE> if not received within <DATE_TIME>. Click <URL> to pay your SBI Credit card bill.",English,banking,"authority,time/urgency",State Bank of India,,5c37cf15d0741fb0,0.8078356686125733,1
09:50 AM,Dear SBI customer your account has been blocked due to KYC Updated within <DATE_TIME><URL>ease contact customer care <US_BANK_NUMBER> to continue your serviceThank you,English,banking,"authority,distraction,time/urgency",State Bank of India,,7900a8f770f1eaf2,0.9746827622741007,1
3:52 PM,"Dear Customer, Please pay your Dhani Loan overdue EMI of Rs.1,253 to avoid any legal action. Click on the link to Pay Now on <NAMED_ENTITY> App <URL> Ignore if paid.",English,banking,"authority,time/urgency",dhani,,f6909ebb5dcc7d88,0.8254969284955976,1
03:08:21 Tuesday 11:34 AM,Dear SBI user your SBI YONO Account has been blocked please enter your PAN CARD click here to login your PAN number: <URL>,English,banking,"authority,distraction,time/urgency",State Bank of India,is.gd,47b2d6335e899d41,0.8942564145245998,1
03:30 PM,"DEAR USER, SBI A/C will be blocked <DATE_TIME> update your PANCARD for KYC erify your account login. NetBanking KYC <URL> here link <URL>",English,banking,"authority,time/urgency",State Bank of India,,1995501a7e2d3b1c,0.7329422862339421,1
Today 6:34 PM,"Dear SBI user, Your Account will be blocked <DATE_TIME>. Please click on the link to update your PAN CARD Number",English,banking,"authority,distraction,time/urgency",State Bank of India,,d7e6505255157940,0.8825130200355409,1
Today 16:12,"SANTAN-FRAUD: A transaction has been attempted on 15/04 at <DATE_TIME>. If this was not you, proceed at: <URL>",English,banking,"authority,time/urgency",santan,,a9dc57e25f01b598,0.3829725483968633,0
6:22 PM,ASB: New payment of <DATE_TIME> NZD to be deducted on <DATE_TIME>. View payment or cancel it via:,English,banking,"authority,time/urgency",asb,,0f63d11443950ea8,0.5496210966701465,1
"Tue 11 Jan, 09:49","We have sent your DEBIT card replacement. If you did NOT request a new card, follow the steps via: <URL>",English,banking,"authority,distraction,time/urgency",Monzo,,cfa965626222d858,0.43712820364028104,0
6:45 PM,"Dear Customer, Your RBL Credit Card Points Worth Rs.6885 Will Expire By <DATE_TIME>. Kindly Redeem Points In Cashback By Clicking On <URL>",English,banking,"authority,need and greed,time/urgency",rbl credit card,cutt.ly,1be348f013465a44,0.7370806521136718,1
"Monday, March 7, 2022 2:08 PM",Instant redeem your Indusind Credit card points before expiring by <DATE_TIME> Worth 7279 INR. Visit here <URL> .RABAPA,English,banking,"authority,time/urgency",indusind credit,,8059cfa133400390,0.4368877995436276,0
20:01,"DEAR SBI USER, your Account Will be blocked <DATE_TIME> update your PAN Card Number Click <URL> /YAvJDK SBI TEAM Nayara RPMS",English,banking,"authority,distraction,time/urgency",State Bank of India,,3332558b9c9f42bd,0.7413345698707738,1
Tuesday 1:38 PM,"Dear ******* ,Your profile has been considered for the role of Relationship Manager,Retail Banking Group. As a part of the pre-interview process, kindly click on the below link to submit the required details and documents (Updated CV, Declaration and Recent Photograph) <URL> .Further details shall be shared subsequently. Regards, ICICI Bank.",English,banking,"authority,distraction,time/urgency",ICICI Bank,,72bb0146ee86963f,0.5852818259151603,1
4:13 pm,Dear User Your SBI YONO ACCOUNT will be suspended please update your PAN CARD IMMEDIATELY click here link Thank you SBI..,English,banking,"authority,time/urgency",State Bank of India,,387074eff14dd7e2,0.825380112610957,1
3:11 PM,You have accessed your profile section on <NAMED_ENTITY> Lit...,English,banking,"authority,need and greed",State Bank of India,,0b87637b368b2268,0.8908817619443931,1
14:25,"Standard Bank: Your Account is not updated on the server, Click > <URL> & Update your Account to avoid Server Block Standard Bank Team",English,banking,"authority,distraction,time/urgency",standard bank,,5553e941e68d30a1,0.7439162482293864,1
"Today, 1:00 PM",Dear Customer your SBI Account has been blocked <DATE_TIME> please Update Your PAN CARD <URL>,English,banking,"authority,time/urgency",State Bank of India,,150a093c2de6035f,0.9558921307910825,1
"['01:14 PM', '04:59 PM']","['Dear user your hdfc Bank Account will be blocked! <DATE_TIME> please update your PAN CARD click here to link and update <URL> Thank you.', 'Dear user your hdfc Bank Account will be blocked! <DATE_TIME> please update your PAN CARD click here to link and update <URL> Thank you.']",English,banking,"authority,distraction,time/urgency",HDFC Bank,,7405b154e312b80a,0.8046705806057869,1
6:33 PM,Customer your SBI yono Account Closed <DATE_TIME> Contact now And Update your adhar details in Below link <URL> Thanks <NAMED_ENTITY> Sir,English,banking,"authority,distraction,time/urgency",State Bank of India,bit.do,3d4691698d241dec,0.8284562584874026,1
7:29 pm,HDFCUPI sdU%2FdroABXI7TC4 hD8OMZITexRTP2Fao VltQoNoe7JcVPillhm7 Nqu8ofCHpOy6H,English,banking,authority,HDFC Bank,,fcd08fd30cb6f7f6,0.14477358894515596,0
Saturday 1:16 PM,"Dear Customer, Your Credit & debit Card Has Been Suspended Because you Didn't Update yet, if You Want To Activate again Please call us at,",English,banking,"authority,distraction,time/urgency",,,7d5a925ab34abcd2,0.9068129818091119,1
Monday 1:45 PM,Dear customer your SBI Bank account is Blocked due to Incomplete KYC plz Complete your KYC to call immediately <DATE_TIME>. Team SBI.,English,banking,"authority,distraction,time/urgency",State Bank of India,,995105871fe978c1,0.9627463491891999,1
12:56 PM,"DEAR SBI USER, Your A/C will be blocked today.update your PANCARD for <URL>rify your account login NetBanking kyc upload Click <URL>",English,banking,"authority,time/urgency",State Bank of India,cutt.ly,2392c15e1fbc649d,0.7354665911479492,1
Today 10:32,"AIB: Due to unexpected behaviour, your card has been placed on hold. Please go to <URL> and follow the instructions there.",English,banking,"authority,distraction,time/urgency",aib,,0efd751bb4602ab3,0.8465730666249898,1
"Wednesday, 22 Jun • 10:15 am","<NAMED_ENTITY>, access your policy information, raise service requests and track claim status. Just send a Whatsapp message on <DATE_TIME> or click here <URL> Aditya Birla Health Insurance. T&C Apply.",English,banking,authority,aditya birla health insurance,,74b3bb6863f97e66,0.7575839950023737,1
11:11,METAMASK inform you that your wallet will be suspended if you do not proceed to the SMS authentication system: <URL>,English,banking,"authority,time/urgency",metamask,,80a4828ca0c6526c,0.3279496698592944,0
"Saturday, April 2, 2022 00:17:0",<NAMED_ENTITY> For 22dec2017-25jan2018 Being Debit For Trx Done On - <US_BANK_NUMBER>,English,banking,"authority,distraction,time/urgency",,,f2ce8ead789425c6,0.2915621944214733,0
,Your account will be blocked soon. Please share your <NAMED_ENTITY> to prevent this.,English,banking,"authority,time/urgency",,,d7120c61ebd16626,0.7696757503701821,1
"Today, 13:56","Dear customer, Your SBI account has been blocked. Please update your KYC in click here link – <URL>",English,banking,"authority,time/urgency",State Bank of India,cutt.ly,5a8b8b173b66581d,0.9414086354260844,1
12:28 PM,"Dear SBI Credit Cardholder, legal notice has been initiated against outstanding amount of Rs.34,656.90 on your Credit Card ending 7318. Please pay dues immediately or contact <NAMED_ENTITY> at <DATE_TIME>, or call us at <DATE_TIME> (prefix local STD code), to avoid legal proceedings.",English,banking,"authority,time/urgency",State Bank of India,,61529eed4cb6a9f5,0.9387362044574603,1
01:29 PM,DearAlarmAtSite SBI your Account Will be blocked <DATE_TIME> update your PAN Click <URL> NISA eSurveillance,English,banking,"authority,time/urgency",State Bank of India,bit.do,5f1f742ca662a8bd,0.7011988289346891,1
7:27 PM,is the <NAMED_ENTITY> to login to SBI Card Customer Assist Portal for your Credit Card ending <US_DRIVER_LICENSE>. OTP valid for one <NAMED_ENTITY>. or 10 mins only. Do not share it with anyone.,English,banking,"authority,time/urgency",State Bank of India,,3ad0002850368913,0.647447106387797,1
08:49 PM 11 Jan 22,"Dear customer, get cashback of INR 400 on spends of INR 10,000 or more on your HSBC Credit Card ending with between 20 Dec 21 & 31 Jan 22. SMS HNY22 to <US_DRIVER_LICENSE> to register for the offer. T&Cs apply.",English,banking,"authority,need and greed",HSBC UK,bit.ly,0ec06927b4b81ccd,0.8716440390762752,1
